gene_id	gene_name	CD4	CD8
ENSG00000205835	GMNC	0	0
ENSG00000188729	OSTN	0	1
ENSG00000233308	OSTN-AS1	3	2
ENSG00000188958	UTS2B	0	0
ENSG00000152492	CCDC50	526	859
ENSG00000223812	AC073365.1	0	0
ENSG00000253548	PYDC2	0	0
ENSG00000232353	AC026320.1	0	0
ENSG00000114279	FGF12	1	0
ENSG00000231383	FGF12-AS1	0	0
ENSG00000230126	FGF12-AS2	0	0
ENSG00000226709	FGF12-AS3	0	0
ENSG00000180611	MB21D2	170	10
ENSG00000232130	AC092966.1	0	0
ENSG00000127252	HRASLS	20	14
ENSG00000187527	ATP13A5	0	3
ENSG00000236508	ATP13A5-AS1	0	0
ENSG00000127249	ATP13A4	18	25
ENSG00000225473	ATP13A4-AS1	0	0
ENSG00000198836	OPA1	779	1315
ENSG00000224855	OPA1-AS1	3	4
ENSG00000229155	LINC02038	0	0
ENSG00000214146	LINC02026	0	0
ENSG00000238043	AC024559.1	0	0
ENSG00000276407	AC024559.2	0	0
ENSG00000229964	AC080129.1	0	0
ENSG00000232874	AC080129.2	1	0
ENSG00000114315	HES1	34	44
ENSG00000225742	LINC02036	0	0
ENSG00000238097	LINC02037	0	1
ENSG00000228271	LINC02048	0	0
ENSG00000214145	LINC00887	40	45
ENSG00000178772	CPN2	0	0
ENSG00000172061	LRRC15	0	0
ENSG00000178732	GP5	12	1
ENSG00000133657	ATP13A3	919	1602
ENSG00000233058	LINC00884	31	10
ENSG00000231770	TMEM44-AS1	61	84
ENSG00000145014	TMEM44	45	209
ENSG00000229334	AC046143.1	0	1
ENSG00000272707	AC046143.2	2	2
ENSG00000041802	LSG1	627	1221
ENSG00000185112	FAM43A	340	517
ENSG00000233987	AC106706.1	0	0
ENSG00000237222	LINC01968	0	0
ENSG00000230401	LINC01972	2	1
ENSG00000238031	AC090505.2	0	0
ENSG00000173950	XXYLT1	200	365
ENSG00000233303	XXYLT1-AS1	0	0
ENSG00000230266	XXYLT1-AS2	10	7
ENSG00000114331	ACAP2	1960	3625
ENSG00000184203	PPP1R2	6536	6600
ENSG00000223711	AC069213.1	28	10
ENSG00000189058	APOD	0	1
ENSG00000229178	AC233280.1	9	24
ENSG00000242086	MUC20-OT1	2525	3241
ENSG00000176945	MUC20	65	20
ENSG00000145113	MUC4	0	0
ENSG00000223783	LINC01983	0	0
ENSG00000061938	TNK2	849	1095
ENSG00000224614	TNK2-AS1	19	70
ENSG00000226155	AC124944.1	24	29
ENSG00000072274	TFRC	890	1258
ENSG00000224652	LINC00885	0	1
ENSG00000163958	ZDHHC19	8	6
ENSG00000163959	SLC51A	143	323
ENSG00000161217	PCYT1A	853	1798
ENSG00000272741	AC069257.3	1	0
ENSG00000228028	AC069257.1	0	0
ENSG00000213123	TCTEX1D2	576	1177
ENSG00000273331	TM4SF19-TCTEX1D2	3	4
ENSG00000235897	TM4SF19-AS1	29	48
ENSG00000145107	TM4SF19	1	71
ENSG00000163960	UBXN7	1332	2141
ENSG00000225822	UBXN7-AS1	1	0
ENSG00000163961	RNF168	1515	2658
ENSG00000273013	AC117490.2	3	7
ENSG00000214097	SMCO1	0	0
ENSG00000185798	WDR53	292	337
ENSG00000174013	FBXO45	270	505
ENSG00000232065	LINC01063	10	4
ENSG00000174004	NRROS	218	601
ENSG00000163964	PIGX	717	1279
ENSG00000174007	CEP19	82	110
ENSG00000180370	PAK2	3561	5377
ENSG00000119231	SENP5	995	1835
ENSG00000114503	NCBP2	2435	3351
ENSG00000225578	NCBP2-AS1	31	50
ENSG00000270170	NCBP2-AS2	3310	5134
ENSG00000119227	PIGZ	24	56
ENSG00000163975	MELTF	38	52
ENSG00000228109	MELTF-AS1	51	48
ENSG00000075711	DLG1	1691	2541
ENSG00000227375	DLG1-AS1	0	0
ENSG00000235126	AC128709.2	0	0
ENSG00000229912	AC128709.1	0	0
ENSG00000237167	AC128709.3	0	0
ENSG00000272989	LINC02012	0	6
ENSG00000161267	BDH1	367	521
ENSG00000273308	AC024560.3	3	3
ENSG00000236833	AC024560.1	8	0
ENSG00000145016	RUBCN	540	782
ENSG00000122068	FYTTD1	1376	1888
ENSG00000273375	AC055764.2	14	16
ENSG00000186001	LRCH3	841	1277
ENSG00000234136	AC055764.1	0	1
ENSG00000114473	IQCG	260	449
ENSG00000182899	RPL35A	27234	34388
ENSG00000185621	LMLN	73	67
ENSG00000232832	LMLN-AS1	0	0
ENSG00000272602	ZNF595	134	278
ENSG00000250312	ZNF718	126	160
ENSG00000186777	ZNF732	0	0
ENSG00000131127	ZNF141	429	501
ENSG00000281016	AC092574.2	0	0
ENSG00000272885	AC092574.1	2	0
ENSG00000182903	ZNF721	1591	1795
ENSG00000174227	PIGG	506	665
ENSG00000273238	AC116565.1	0	0
ENSG00000283183	AC116565.2	0	0
ENSG00000133256	PDE6B	361	385
ENSG00000242686	AC107464.1	9	0
ENSG00000272927	AC107464.3	172	183
ENSG00000169020	ATP5ME	5591	9983
ENSG00000215375	MYL5	156	155
ENSG00000169026	SLC49A3	33	60
ENSG00000185619	PCGF3	379	821
ENSG00000248416	AC107464.2	0	0
ENSG00000272588	AC139887.4	81	50
ENSG00000249592	AC139887.2	612	801
ENSG00000233799	AC139887.1	0	3
ENSG00000168993	CPLX1	37	8
ENSG00000260262	AC139887.3	0	0
ENSG00000178950	GAK	1361	2989
ENSG00000127419	TMEM175	604	922
ENSG00000145214	DGKQ	320	1355
ENSG00000145217	SLC26A1	16	30
ENSG00000127415	IDUA	274	356
ENSG00000127418	FGFRL1	194	335
ENSG00000250259	AC019103.1	0	0
ENSG00000178222	RNF212	96	37
ENSG00000251652	AC092535.3	0	0
ENSG00000227189	AC092535.1	6	8
ENSG00000159674	SPON2	519	7388
ENSG00000273179	AC092535.4	2	21
ENSG00000280927	CTBP1-AS	90	155
ENSG00000159692	CTBP1	1517	3776
ENSG00000196810	CTBP1-DT	616	901
ENSG00000090316	MAEA	949	1790
ENSG00000163945	UVSSA	635	925
ENSG00000235608	NKX1-1	0	0
ENSG00000272783	AC147067.2	4	0
ENSG00000244459	AC147067.1	161	189
ENSG00000174137	FAM53A	10	12
ENSG00000163950	SLBP	1861	4158
ENSG00000270195	AC016773.1	131	294
ENSG00000168936	TMEM129	550	844
ENSG00000013810	TACC3	1212	1083
ENSG00000068078	FGFR3	1	1
ENSG00000168924	LETM1	633	1493
ENSG00000109685	NSD2	593	1049
ENSG00000185049	NELFA	846	1186
ENSG00000243449	C4orf48	2151	3851
ENSG00000185818	NAT8L	2	0
ENSG00000130997	POLN	49	57
ENSG00000250623	AL136360.2	0	0
ENSG00000214367	HAUS3	1959	2708
ENSG00000123933	MXD4	2667	7687
ENSG00000159733	ZFYVE28	858	2369
ENSG00000251148	AL158068.2	0	0
ENSG00000206113	CFAP99	3	1
ENSG00000063978	RNF4	1678	3097
ENSG00000125386	FAM193A	679	1184
ENSG00000168884	TNIP2	1719	3129
ENSG00000087266	SH3BP2	672	2093
ENSG00000087274	ADD1	2394	4359
ENSG00000109736	MFSD10	2363	6052
ENSG00000249673	NOP14-AS1	443	811
ENSG00000087269	NOP14	904	1299
ENSG00000125388	GRK4	79	146
ENSG00000251075	HTT-AS	0	0
ENSG00000197386	HTT	711	1685
ENSG00000188981	MSANTD1	11	21
ENSG00000159788	RGS12	145	233
ENSG00000109758	HGFAC	0	1
ENSG00000175920	DOK7	2	14
ENSG00000163956	LRPAP1	3203	5994
ENSG00000270090	AL590235.2	1	0
ENSG00000250681	AL121796.1	0	0
ENSG00000250632	LINC02171	0	0
ENSG00000250986	AC141928.1	0	0
ENSG00000184160	ADRA2C	0	0
ENSG00000163982	OTOP1	0	0
ENSG00000132406	TMEM128	500	750
ENSG00000145220	LYAR	3604	11973
ENSG00000168826	ZBTB49	288	845
ENSG00000248516	AC105415.1	0	2
ENSG00000168824	NSG1	1009	1225
ENSG00000168818	STX18	526	932
ENSG00000247708	STX18-AS1	64	82
ENSG00000273396	LINC01396	0	0
ENSG00000163132	MSX1	2	5
ENSG00000170891	CYTL1	2	6
ENSG00000152953	STK32B	0	1
ENSG00000173040	EVC2	31	93
ENSG00000072840	EVC	4	23
ENSG00000072832	CRMP1	0	0
ENSG00000181215	C4orf50	11	26
ENSG00000152969	JAKMIP1	458	1727
ENSG00000284684	AC092442.1	0	0
ENSG00000251408	AC113615.1	2	17
ENSG00000109501	WFS1	19	28
ENSG00000074211	PPP2R2C	0	1
ENSG00000013288	MAN2B2	609	1051
ENSG00000179010	MRFAP1	3944	5777
ENSG00000251580	LINC02482	158	187
ENSG00000170846	AC093323.1	1077	1603
ENSG00000246526	LINC002481	214	742
ENSG00000163993	S100P	74	94
ENSG00000178988	MRFAP1L1	1192	2025
ENSG00000186222	BLOC1S4	2365	3427
ENSG00000170871	KIAA0232	589	1212
ENSG00000132405	TBC1D14	554	926
ENSG00000245748	AC097382.2	1	3
ENSG00000173013	CCDC96	114	98
ENSG00000173011	TADA2B	1116	1573
ENSG00000109519	GRPEL1	1833	2573
ENSG00000245468	LINC02447	52	29
ENSG00000184985	SORCS2	0	3
ENSG00000178597	PSAPL1	0	0
ENSG00000272620	AFAP1-AS1	8	2
ENSG00000196526	AFAP1	135	140
ENSG00000228919	AC097381.1	0	0
ENSG00000163995	ABLIM2	26	37
ENSG00000273267	AC097381.3	0	0
ENSG00000251460	AC097381.2	0	0
ENSG00000125089	SH3TC1	348	469
ENSG00000170801	HTRA3	0	0
ENSG00000249145	LINC02517	1	0
ENSG00000251615	AC104825.1	41	61
ENSG00000087008	ACOX3	147	328
ENSG00000155275	TRMT44	203	337
ENSG00000251186	AC105345.2	0	1
ENSG00000205959	AC105345.1	10	8
ENSG00000155269	GPR78	0	0
ENSG00000109625	CPZ	0	0
ENSG00000250915	AC209005.1	0	0
ENSG00000215612	HMX1	0	1
ENSG00000229924	FAM90A26	0	0
ENSG00000231396	USP17L10	0	0
ENSG00000233136	USP17L11	0	0
ENSG00000227551	USP17L12	0	0
ENSG00000232399	USP17L13	0	0
ENSG00000223569	USP17L15	0	0
ENSG00000249104	USP17L17	0	0
ENSG00000250844	USP17L18	0	0
ENSG00000248920	USP17L19	0	0
ENSG00000250745	USP17L20	0	0
ENSG00000249811	USP17L21	0	0
ENSG00000248933	USP17L22	0	0
ENSG00000250913	USP17L23	0	0
ENSG00000232264	USP17L24	0	0
ENSG00000230430	USP17L25	0	0
ENSG00000229579	USP17L26	0	0
ENSG00000227140	USP17L5	0	0
ENSG00000235780	USP17L27	0	0
ENSG00000231051	USP17L28	0	0
ENSG00000231637	USP17L29	0	0
ENSG00000228856	USP17L30	0	0
ENSG00000186146	DEFB131A	0	0
ENSG00000109667	SLC2A9	28	48
ENSG00000169676	DRD5	0	0
ENSG00000249219	AC108199.1	0	0
ENSG00000250413	AC005674.1	0	0
ENSG00000071127	WDR1	2885	6692
ENSG00000178163	ZNF518B	409	291
ENSG00000109684	CLNK	14	13
ENSG00000249334	AC084048.1	0	0
ENSG00000283083	LINC02498	0	0
ENSG00000002587	HS3ST1	3	5
ENSG00000251152	AC025539.1	2	0
ENSG00000249631	AC005699.1	0	0
ENSG00000248300	LINC02360	0	0
ENSG00000248262	AC108037.1	0	0
ENSG00000251210	LINC02270	0	0
ENSG00000250371	AC007370.2	2	5
ENSG00000250098	AC007370.1	1	1
ENSG00000157869	RAB28	448	727
ENSG00000281202	LINC01097	0	0
ENSG00000109705	NKX3-2	0	0
ENSG00000246095	LINC01096	0	0
ENSG00000038219	BOD1L1	4285	6624
ENSG00000250634	LINC01182	0	0
ENSG00000250497	AC007126.1	0	0
ENSG00000251679	AC073848.1	0	0
ENSG00000249988	AC092546.1	0	0
ENSG00000251412	AC006296.2	0	0
ENSG00000248425	AC006296.1	0	0
ENSG00000248360	LINC00504	64	120
ENSG00000247624	CPEB2-DT	5	1
ENSG00000137449	CPEB2	150	359
ENSG00000249252	AC098829.1	2	6
ENSG00000163145	C1QTNF7	2	6
ENSG00000251379	AC099550.1	1	5
ENSG00000048342	CC2D2A	11	19
ENSG00000273133	AC116651.1	2	5
ENSG00000118564	FBXL5	1395	2575
ENSG00000237765	FAM200B	1630	2054
ENSG00000109743	BST1	133	243
ENSG00000004468	CD38	162	1661
ENSG00000137440	FGFBP1	0	10
ENSG00000137441	FGFBP2	648	18766
ENSG00000007062	PROM1	2	2
ENSG00000169762	TAPT1	798	786
ENSG00000249234	AC108063.1	1	1
ENSG00000263327	TAPT1-AS1	17	17
ENSG00000248138	AC097515.1	0	1
ENSG00000169744	LDB2	1	10
ENSG00000249998	AC106894.1	0	0
ENSG00000250819	LINC02493	0	0
ENSG00000151552	QDPR	528	1106
ENSG00000249581	CLRN2	0	0
ENSG00000002549	LAP3	1205	2778
ENSG00000249502	AC006160.1	4	14
ENSG00000118579	MED28	2464	3375
ENSG00000047662	FAM184B	155	112
ENSG00000163257	DCAF16	1133	1514
ENSG00000109805	NCAPG	47	182
ENSG00000178177	LCORL	312	799
ENSG00000251048	AC093871.1	0	0
ENSG00000248238	LINC02438	0	0
ENSG00000248515	AC024230.1	0	0
ENSG00000249441	AC110767.1	0	0
ENSG00000145147	SLIT2	0	0
ENSG00000163138	PACRGL	101	154
ENSG00000185774	KCNIP4	0	0
ENSG00000272995	AC097505.1	0	0
ENSG00000250243	AC110296.1	0	0
ENSG00000250092	AC096576.3	0	0
ENSG00000248343	AC096576.2	0	0
ENSG00000280650	KCNIP4-IT1	3	0
ENSG00000250039	AC096719.1	0	0
ENSG00000152990	ADGRA3	15	10
ENSG00000248837	AC097512.1	0	0
ENSG00000249645	AC114912.1	0	0
ENSG00000249547	AC092440.1	0	0
ENSG00000250137	AC093607.1	0	0
ENSG00000251292	ERVH-1	0	0
ENSG00000109819	PPARGC1A	0	0
ENSG00000249453	AC092834.1	0	0
ENSG00000109606	DHX15	1139	1850
ENSG00000261121	LINC02473	0	0
ENSG00000109610	SOD3	0	0
ENSG00000181982	CCDC149	11	18
ENSG00000153012	LGI2	0	0
ENSG00000109618	SEPSECS	362	513
ENSG00000281501	SEPSECS-AS1	230	481
ENSG00000281028	AC104662.2	0	1
ENSG00000271172	AC104662.1	2	2
ENSG00000038210	PI4K2B	178	337
ENSG00000168228	ZCCHC4	152	258
ENSG00000053900	ANAPC4	439	770
ENSG00000248545	AC092436.2	0	0
ENSG00000157765	SLC34A2	0	0
ENSG00000091490	SEL1L3	983	1637
ENSG00000250541	AC092436.4	19	28
ENSG00000250317	SMIM20	1044	1336
ENSG00000251009	AC133961.1	2	1
ENSG00000283314	LINC02357	0	0
ENSG00000168214	RBPJ	2170	2619
ENSG00000163394	CCKAR	0	0
ENSG00000109680	TBC1D19	277	548
ENSG00000109689	STIM2	1842	3113
ENSG00000240005	AC106047.1	35	61
ENSG00000251080	AC024132.2	0	0
ENSG00000205830	AC024132.1	0	0
ENSG00000249699	LINC02261	0	0
ENSG00000251325	AC024132.3	0	0
ENSG00000251410	AC007106.1	0	0
ENSG00000250038	AC109588.1	0	0
ENSG00000250064	AC097480.1	0	0
ENSG00000250190	LINC02364	0	0
ENSG00000249228	AC068944.1	0	0
ENSG00000248176	AC109349.1	0	0
ENSG00000248338	LINC02472	0	0
ENSG00000169851	PCDH7	0	0
ENSG00000249678	AC097716.1	0	0
ENSG00000251182	LINC02497	0	0
ENSG00000251434	AC104071.1	0	0
ENSG00000249882	LINC02501	0	0
ENSG00000251129	LINC02506	0	0
ENSG00000251329	LINC02353	0	0
ENSG00000248417	AC097535.1	0	0
ENSG00000250954	AC016687.3	0	0
ENSG00000250723	AC016687.2	0	0
ENSG00000248685	LINC02484	0	0
ENSG00000250597	AC093689.1	0	0
ENSG00000047365	ARAP2	1720	4224
ENSG00000247193	AC104078.1	7	25
ENSG00000197057	DTHD1	130	1398
ENSG00000251438	AC104078.2	0	1
ENSG00000248215	LINC02505	0	0
ENSG00000247810	AL136537.1	0	0
ENSG00000174145	NWD2	0	0
ENSG00000154274	C4orf19	9	15
ENSG00000248936	AC027607.1	11	33
ENSG00000181826	RELL1	248	635
ENSG00000169299	PGM2	258	710
ENSG00000065882	TBC1D1	960	1909
ENSG00000250254	PTTG2	8	18
ENSG00000251642	AC098680.1	0	0
ENSG00000248227	LINC02513	5	0
ENSG00000249534	LINC01258	0	0
ENSG00000249667	LINC01259	19	7
ENSG00000251635	LINC02278	0	0
ENSG00000271958	AC021860.1	0	0
ENSG00000109787	KLF3	6332	9763
ENSG00000174123	TLR10	8	12
ENSG00000174125	TLR1	259	394
ENSG00000174130	TLR6	32	57
ENSG00000197712	FAM114A1	11	16
ENSG00000121895	TMEM156	892	1218
ENSG00000109790	KLHL5	922	616
ENSG00000249207	AC079921.1	0	0
ENSG00000249685	AC079921.2	4	1
ENSG00000157796	WDR19	105	109
ENSG00000035928	RFC1	2986	4573
ENSG00000134962	KLB	32	36
ENSG00000163682	RPL9	28077	33742
ENSG00000121897	LIAS	545	762
ENSG00000109814	UGDH	134	235
ENSG00000249348	UGDH-AS1	11	17
ENSG00000163683	SMIM14	414	784
ENSG00000255458	AC108471.2	3	11
ENSG00000078140	UBE2K	1929	3070
ENSG00000121892	PDS5A	1906	2798
ENSG00000078177	N4BP2	1253	1375
ENSG00000168421	RHOH	6364	6769
ENSG00000250338	AC095057.2	4	4
ENSG00000249241	LINC02265	7	10
ENSG00000174343	CHRNA9	0	1
ENSG00000163694	RBM47	94	207
ENSG00000250893	AC098869.2	0	0
ENSG00000179299	NSUN7	7	11
ENSG00000163697	APBB2	2	8
ENSG00000250906	AC131953.1	0	0
ENSG00000251173	UCHL1-AS1	0	0
ENSG00000154277	UCHL1	1	6
ENSG00000064042	LIMCH1	0	0
ENSG00000249216	AC105389.2	0	0
ENSG00000109132	PHOX2B	0	0
ENSG00000250467	AC105389.3	0	0
ENSG00000249122	AC105389.1	0	0
ENSG00000245870	LINC00682	0	0
ENSG00000249771	AC108210.1	0	0
ENSG00000109133	TMEM33	889	1505
ENSG00000182308	DCAF4L1	10	16
ENSG00000272862	AC106052.1	1	1
ENSG00000014824	SLC30A9	459	688
ENSG00000188848	BEND4	6	16
ENSG00000285454	AC111006.1	0	0
ENSG00000250781	AC024022.1	0	0
ENSG00000178343	SHISA3	0	1
ENSG00000124406	ATP8A1	1111	3206
ENSG00000260519	AC096734.2	3	1
ENSG00000251517	AC096734.1	7	16
ENSG00000215203	GRXCR1	0	0
ENSG00000248939	AC111198.1	0	0
ENSG00000248143	LINC02383	0	0
ENSG00000250863	AC110799.1	0	0
ENSG00000251350	LINC02475	0	0
ENSG00000183783	KCTD8	0	0
ENSG00000177752	YIPF7	0	0
ENSG00000151806	GUF1	418	731
ENSG00000163281	GNPDA2	486	904
ENSG00000273369	AC096586.2	0	1
ENSG00000272936	AC096586.1	26	33
ENSG00000248744	AC108467.1	0	0
ENSG00000163285	GABRG1	0	0
ENSG00000151834	GABRA2	0	0
ENSG00000249330	AC095060.1	0	0
ENSG00000170516	COX7B2	0	0
ENSG00000109158	GABRA4	0	0
ENSG00000163288	GABRB1	0	0
ENSG00000169019	COMMD8	1011	2479
ENSG00000145246	ATP10D	66	341
ENSG00000248254	AC107398.2	0	0
ENSG00000145244	CORIN	0	1
ENSG00000282917	AC107068.2	0	0
ENSG00000259959	AC107068.1	48	63
ENSG00000170448	NFXL1	305	390
ENSG00000163293	NIPAL1	9	10
ENSG00000198515	CNGA1	1	0
ENSG00000074966	TXK	2436	1314
ENSG00000135605	TEC	64	59
ENSG00000109171	SLAIN2	948	1515
ENSG00000145248	SLC10A4	2	2
ENSG00000182223	ZAR1	3	0
ENSG00000075539	FRYL	1547	2470
ENSG00000109180	OCIAD1	3123	4683
ENSG00000248256	OCIAD1-AS1	0	0
ENSG00000145247	OCIAD2	4635	5674
ENSG00000109182	CWH43	0	0
ENSG00000109184	DCUN1D4	261	311
ENSG00000272576	AC027271.1	9	16
ENSG00000188993	LRRC66	0	3
ENSG00000163069	SGCB	175	350
ENSG00000251040	LINC02480	0	0
ENSG00000163071	SPATA18	0	0
ENSG00000109189	USP46	782	744
ENSG00000248866	USP46-AS1	31	49
ENSG00000260120	AC104066.2	0	0
ENSG00000226887	ERVMER34-1	0	0
ENSG00000250302	LINC01618	0	0
ENSG00000128045	RASL11B	11	8
ENSG00000184178	SCFD2	166	243
ENSG00000248115	AC023154.1	3	3
ENSG00000145216	FIP1L1	1631	3071
ENSG00000282278	AC058822.1	0	0
ENSG00000072201	LNX1	132	176
ENSG00000250930	LNX1-AS1	0	0
ENSG00000272650	AC110792.3	19	55
ENSG00000109220	CHIC2	1362	2362
ENSG00000269506	AC110792.2	12	19
ENSG00000180613	GSX2	0	0
ENSG00000134853	PDGFRA	10	7
ENSG00000248184	LINC02283	0	0
ENSG00000248518	AC098587.1	0	0
ENSG00000251264	AC098868.1	0	0
ENSG00000250456	LINC02260	0	0
ENSG00000157404	KIT	7	0
ENSG00000249727	AC097494.1	0	0
ENSG00000251256	LINC02358	0	0
ENSG00000248317	AC111194.1	0	0
ENSG00000250646	AC111194.2	0	0
ENSG00000128052	KDR	0	0
ENSG00000128039	SRD5A3	121	403
ENSG00000273257	AC069200.1	2	2
ENSG00000134851	TMEM165	2351	4398
ENSG00000134852	CLOCK	485	626
ENSG00000272969	AC024243.1	5	4
ENSG00000163440	PDCL2	0	0
ENSG00000109255	NMU	9	2
ENSG00000250821	EXOC1L	0	0
ENSG00000090989	EXOC1	907	1257
ENSG00000174799	CEP135	1094	1368
ENSG00000109265	KIAA1211	0	1
ENSG00000157426	AASDH	477	774
ENSG00000269921	AC068620.1	40	48
ENSG00000128059	PPAT	199	332
ENSG00000270147	AC068620.2	11	0
ENSG00000128050	PAICS	685	626
ENSG00000174780	SRP72	3490	5445
ENSG00000196503	ARL9	16	24
ENSG00000249693	THEGL	0	0
ENSG00000171476	HOPX	2286	12693
ENSG00000128040	SPINK2	163	32
ENSG00000084093	REST	2603	4377
ENSG00000269949	AC069307.1	3	8
ENSG00000084092	NOA1	934	1206
ENSG00000047315	POLR2B	2215	4006
ENSG00000163453	IGFBP7	69	607
ENSG00000245067	IGFBP7-AS1	0	0
ENSG00000250192	AC105390.1	0	0
ENSG00000248505	LINC02380	0	0
ENSG00000251459	AC013724.1	0	0
ENSG00000251049	AC107396.1	0	0
ENSG00000250333	AC093725.2	0	0
ENSG00000249831	AC093725.1	0	0
ENSG00000250340	LINC02494	0	0
ENSG00000250078	AC019133.1	0	0
ENSG00000251339	AC017091.1	0	0
ENSG00000251266	LINC02429	0	0
ENSG00000250375	AC097501.2	0	0
ENSG00000249111	AC108517.1	0	0
ENSG00000249392	AC096588.1	0	0
ENSG00000249892	AC093857.1	1	0
ENSG00000249066	LINC02496	0	0
ENSG00000240152	LINC02271	2	1
ENSG00000150471	ADGRL3	0	0
ENSG00000205682	AC020741.1	25	54
ENSG00000248692	ADGRL3-AS1	0	0
ENSG00000251055	AC097491.1	0	0
ENSG00000250775	AC093730.1	0	0
ENSG00000205678	TECRL	0	0
ENSG00000250125	LINC02232	0	0
ENSG00000145242	EPHA5	0	0
ENSG00000250846	EPHA5-AS1	0	0
ENSG00000248479	AC104137.1	0	0
ENSG00000251527	AC097110.1	0	0
ENSG00000249413	AC116049.2	0	0
ENSG00000272304	AC096721.1	0	0
ENSG00000250075	AC104806.2	32	24
ENSG00000145241	CENPC	3438	4333
ENSG00000035720	STAP1	47	25
ENSG00000033178	UBA6	1463	2788
ENSG00000248049	UBA6-AS1	147	224
ENSG00000109163	GNRHR	0	0
ENSG00000153802	TMPRSS11D	0	0
ENSG00000187054	TMPRSS11A	0	0
ENSG00000198092	TMPRSS11F	0	0
ENSG00000185873	TMPRSS11B	0	2
ENSG00000083896	YTHDC1	3782	5706
ENSG00000087128	TMPRSS11E	17	1
ENSG00000197888	UGT2B17	0	0
ENSG00000196620	UGT2B15	0	3
ENSG00000109181	UGT2B10	0	0
ENSG00000272626	AC021146.12	0	0
ENSG00000135220	UGT2A3	0	0
ENSG00000171234	UGT2B7	0	0
ENSG00000250696	AC111000.4	1	0
ENSG00000213759	UGT2B11	0	0
ENSG00000135226	UGT2B28	0	0
ENSG00000156096	UGT2B4	0	0
ENSG00000173610	UGT2A1	0	0
ENSG00000271271	UGT2A2	0	0
ENSG00000173597	SULT1B1	107	46
ENSG00000284695	AC108941.2	0	0
ENSG00000109193	SULT1E1	0	0
ENSG00000126545	CSN1S1	0	0
ENSG00000135222	CSN2	0	0
ENSG00000126549	STATH	0	0
ENSG00000205649	HTN3	0	0
ENSG00000126550	HTN1	0	1
ENSG00000187533	PRR27	0	0
ENSG00000109205	ODAM	0	0
ENSG00000181617	FDCSP	0	0
ENSG00000171209	CSN3	0	0
ENSG00000145309	CABS1	0	0
ENSG00000109208	SMR3A	0	0
ENSG00000171201	SMR3B	0	0
ENSG00000171199	OPRPN	0	0
ENSG00000171195	MUC7	0	0
ENSG00000187689	AMTN	0	0
ENSG00000178522	AMBN	0	0
ENSG00000132464	ENAM	4	0
ENSG00000132465	JCHAIN	199	222
ENSG00000132467	UTP3	1417	2089
ENSG00000272986	AC009570.1	24	20
ENSG00000018189	RUFY3	369	512
ENSG00000132463	GRSF1	1445	2282
ENSG00000173542	MOB1B	246	427
ENSG00000156136	DCK	1390	1799
ENSG00000080493	SLC4A4	29	391
ENSG00000145321	GC	0	0
ENSG00000248567	AC068721.1	0	0
ENSG00000056291	NPFFR2	0	0
ENSG00000156140	ADAMTS3	0	0
ENSG00000250877	AC095056.1	0	0
ENSG00000163626	COX18	354	453
ENSG00000132466	ANKRD17	1195	1829
ENSG00000250220	AC053527.1	30	11
ENSG00000163631	ALB	0	0
ENSG00000081051	AFP	0	0
ENSG00000079557	AFM	0	0
ENSG00000250436	LINC02499	0	0
ENSG00000169435	RASSF6	20	2
ENSG00000228277	AC112518.1	0	0
ENSG00000169429	CXCL8	275	826
ENSG00000124875	CXCL6	0	0
ENSG00000109272	PF4V1	83	72
ENSG00000163739	CXCL1	5	38
ENSG00000163737	PF4	1425	1644
ENSG00000163736	PPBP	2159	2409
ENSG00000163735	CXCL5	67	76
ENSG00000163734	CXCL3	20	116
ENSG00000081041	CXCL2	48	228
ENSG00000163738	MTHFD2L	592	1060
ENSG00000269559	AC093677.2	3	5
ENSG00000182585	EPGN	6	1
ENSG00000124882	EREG	74	259
ENSG00000250532	AC021180.1	0	0
ENSG00000109321	AREG	1631	1360
ENSG00000249942	AC239584.1	0	0
ENSG00000174808	BTC	0	0
ENSG00000169116	PARM1	3	5
ENSG00000249717	AC110760.2	0	0
ENSG00000248165	AC110760.1	0	0
ENSG00000260265	LINC02562	14	15
ENSG00000251185	AC025244.1	0	0
ENSG00000251454	AC025244.2	0	0
ENSG00000251383	LINC02483	0	0
ENSG00000248646	AC096759.1	0	0
ENSG00000250735	AC096759.2	0	0
ENSG00000163743	RCHY1	861	1491
ENSG00000174796	THAP6	478	686
ENSG00000174792	ODAPH	9	9
ENSG00000138769	CDKL2	20	10
ENSG00000138757	G3BP2	5756	6978
ENSG00000138768	USO1	671	1149
ENSG00000229717	AC110615.1	12	24
ENSG00000156194	PPEF2	2	4
ENSG00000138744	NAAA	1657	2167
ENSG00000198301	SDAD1	1260	1980
ENSG00000245928	AC112719.2	0	2
ENSG00000138755	CXCL9	2	5
ENSG00000156219	ART3	0	9
ENSG00000169245	CXCL10	10	39
ENSG00000169248	CXCL11	1	3
ENSG00000138750	NUP54	1432	2166
ENSG00000138760	SCARB2	968	1197
ENSG00000189157	FAM47E	11	16
ENSG00000272414	FAM47E-STBD1	0	0
ENSG00000118804	STBD1	0	0
ENSG00000163749	CCDC158	0	0
ENSG00000138771	SHROOM3	0	0
ENSG00000233860	AC107072.2	0	0
ENSG00000224218	AC107072.1	0	0
ENSG00000186212	SOWAHB	0	0
